#system	nodestatus	realm	custtag	role	eihostname	hostenv	systemtype	oslevel
w30167	LIVE	g.ci.p3	IBM	WAS.IBM.SPP.GZ;DATABASE.IBM.CLIENT.DB2V10;PROJ_ISOLATED.IBM.RO;MQ.IBM.CLIENT	p3vsp18	SPP	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30168	LIVE	g.ci.p3	IBM	WAS.IBM.SPP.GZ;DATABASE.IBM.CLIENT.DB2V10;PROJ_ISOLATED.IBM.RO;MQ.IBM.CLIENT	p3vsp15	SPP	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30169	LIVE	g.ci.p3	IBM	WAS.DM.G3SPP70WIIBM;DATABASE.IBM.CLIENT.DB2V10	p3vsp18	SPP	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30170	LIVE	y.ci.p3	IBM	WEBSERVER.IBM.CDT;BASTION.INTERNAL.IBM;GPFS.CLIENT;WEBSERVER.CLUSTER.YZCDTCL003;PROJ_ISOLATED.IBM.RW	p3vsp18	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30171	LIVE	b.ci.p3	IBM	WEBSERVER.IBM.PRE.BZ;BASTION.INTERNAL.IBM;GPS.CLIENT.NEW;WEBSERVER.CLUSTER.BZPRECL011;GPFS.CLIENT	p3vsp18	PRE	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30173	LIVE	g.ci.p3	IBM	WAS.IBM.CDT7.GZ;DATABASE.IBM.CLIENT.DB2V10	p3vsp18	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30174	LIVE	g.ci.p3	IBM	WAS.IBM.CDT7.GZ;DATABASE.IBM.CLIENT.DB2V10	p3vsp15	CDT	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30175	LIVE	g.ci.p3	IBM	WAS.IBM.PRE2.GZ;DATABASE.IBM.CLIENT.DB2V10;PROJ_ISOLATED.IBM.RO	p3vsp18	PRE	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30176	FLUX	g.ci.p3	SHARED	CHEF.CLIENT;DATABASE.UCD.PRD;UCD.AGENT	p3vsx08	SPP	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30177	LIVE	g.ci.p3	IBM	BASTION.INTERNAL.IBM.SCPONLY;SCPSRC.TMP;DATABASE.IBM.PRE	p3vsp18	PRE	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30178	FLUX	g.ci.p3	IBM	BASTION.INTERNAL.IBM.SCPONLY;DATABASE.IBM.CDT	p3vsp18	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30179	LIVE	g.ci.p3	IBM	BASTION.INTERNAL.IBM.SCPONLY;SCPSRC.TMP2;DATABASE.IBM.SPP.DB2V10;MQ.IBM.QREPL.SPP;MONITORING.SMA.ITM.SCRIPT.DB2REPL	p3vsp18	SPP	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30180	FLUX	g.ci.p3	SHARED	UCD.EI.SPP;CHEF.CLIENT;UCD.AGENT	p3vsx08	SPP	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30181	LIVE	b.ci.p3	STG	WEBSERVER.STG.CDT;BASTION.INTERNAL.STG;PUB.STG.ENDPOINT.CDT.BZ;WEBSERVER.CLUSTER.BZCDTCL002;WEBSERVER.SPE.CDT;WEBSERVER.STG.EDGE.CDT;WEBSERVER.STG.IEPD.CDT;WEBSERVER.STG.SSS.CDT;WEBSERVER.FIXCENTRAL.CDT	p3vsp18	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30182	FLUX	g.ci.p3	STG	MQ.STG.CLIENT;DATABASE.STG.CLIENT.DB2V10;PUB.STG.LDIST.CDT;PUB.STG.LDIST.CDT2	p3vsp18	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30183	FLUX	g.ci.p3	STG	MQ.STG.CLIENT;DATABASE.STG.CLIENT.DB2V10;PUB.STG.ENDPOINT.CDT.GZ	p3vsp15	CDT	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30184	LIVE	g.ci.p3	STG	MQ.STG.CDT	p3vsp18	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30185	LIVE	g.ci.p3	STG	MQ.STG.CLIENT;WAS.DM.G3CDT70WISTG;DATABASE.STG.CLIENT	p3vsp18	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30186	LIVE	g.ci.p3	STG	WPS.DM.SPE.CDT;WPS.DM.SPE.CDT.70;WAS.DM.GZCDT70WISPE	p3vsp18	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30187	LIVE	g.ci.p3	STG	WPS.SPE.CDT;PUB.STG.ENDPOINT.CDT.GZ;WXS.SPE.CDT.CATALOG;WXS.SPE.CDT.GRID	p3vsp18	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30188	LIVE	g.ci.p3	STG	WPS.SPE.CDT;PUB.STG.ENDPOINT.CDT.GZ;WXS.SPE.CDT.GRID;WXS.SPE.CDT.CATALOG	p3vsp15	CDT	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30189	LIVE	g.ci.p3	STG	DATABASE.SPE.CDT;DATABASE.STG.CDT;MONITORING.SMA.ITM.SCRIPT.DB2REPL;DATABASE.FIXCENTRAL.CDT	p3vsp19	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30190	LIVE	g.ci.p3	SHARED	TSM;GPFS.SERVER	p3vsp11	SPP	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30191	LIVE	g.ci.p3	IBM	WPS.IBM.CDT.PORTAL;WPS.IBM.CDT.PORTAL.FARM.MASTER	p3vsp15	CDT	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30192	LIVE	g.ci.p3	IBM	WPS.IBM.CDT.PORTAL;WPS.IBM.CDT.PORTAL.FARM.WORKER	p3vsp16	CDT	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30193	LIVE	g.ci.p3	IBM	WPS.IBM.CDT.PORTAL;WPS.IBM.CDT.PORTAL.SUPPORT	p3vsp15	CDT	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30194	LIVE	g.ci.p3	IBM	WPS.IBM.CDT.PORTAL;WPS.IBM.CDT.PORTAL.SUPPORT	p3vsp16	CDT	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30195	LIVE	g.ci.p3	IBM	DM.IBM.CDT.PORTAL;WAS.DM.GZCDTWIWP;WPS.DM.IBM.PORTAL.CDT	p3vsp19	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30196	LIVE	g.ci.p3	IBM	WPS.IBM.PRE.PORTAL;WPS.IBM.PRE.PORTAL.FARM.MASTER;APPDYNAMICS.AGENT.PRE	p3vsp15	PRE	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30197	LIVE	g.ci.p3	IBM	WPS.IBM.PRE.PORTAL;WPS.IBM.PRE.PORTAL.FARM.WORKER;APPDYNAMICS.AGENT.PRE	p3vsp19	PRE	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30198	LIVE	g.ci.p3	IBM	WPS.IBM.PRE.PORTAL;WPS.IBM.PRE.PORTAL.SUPPORT;APPDYNAMICS.AGENT.PRE	p3vsp15	PRE	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30199	LIVE	g.ci.p3	IBM	WPS.IBM.PRE.PORTAL;WPS.IBM.PRE.PORTAL.SUPPORT;APPDYNAMICS.AGENT.PRE	p3vsp19	PRE	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30200	LIVE	g.ci.p3	IBM	DM.IBM.PRE.PORTAL;WAS.DM.GZPREWIWP;WPS.DM.IBM.PORTAL.PRE	p3vsp11	PRE	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30201	LIVE	g.ci.p3	IBM	BI.IBM.PRE.ES;GPFS.IBMSEARCH.SYNC	p3vsx21	PRE	SYSTEM.X3850	Linux sles11 x86_64 3.0.101-0.47.67-default
w30202	LIVE	g.ci.p3	IBM	BI.IBM.PRE.ES;GPFS.IBMSEARCH	p3vsx22	PRE	SYSTEM.X3850	Linux sles11 x86_64 3.0.101-0.47.67-default
w30203	LIVE	g.ci.p3	IBM	WEX.IBM.PRE.ES	p3vsx23	PRE	SYSTEM.X3850	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30204	LIVE	g.ci.p3	IBM	WAS.IBM.PRE.WI.ES;GPFS.IBMSEARCH	p3vsx24	PRE	SYSTEM.X3850	Linux sles11 x86_64 3.0.101-0.47.67-default
w30205	LIVE	g.ci.p3	IBM	WAS.DM.IBM.SPP.ED.ES;WAS.DM.G3SPP70EDIBM	p3vsx09	SPP	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
w30206	LIVE	g.ci.p3	IBM	WAS.DM.IBM.PRE.ED.ES;WAS.DM.G3PRE70EDIBM;WAS.DM.PRIMARY	p3vsx08	PRE	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
w30208	LIVE	g.ci.p3	EDR	MQ.EDR.QREPL.PRE;MONITORING.SMA.ITM.SCRIPT.DB2REPL;LDAP.EDR.PRE;DATABASE.EDR.PRE;BATCH.EDR.PRE;BASTION.INTERNAL.EDR.TEMONLY	p3vsp19	PRE	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30209	LIVE	b.ci.p3	EDR	WEBSERVER.EDR.PRE;RADIUS.EDR.PRE;WEBSERVER.CLUSTER.BZPRECL010	p3vsx09	PRE	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30210	LIVE	g.ci.p3	IBM	WAS.IBM.SPP.ES;GPFS.CLIENT	p3vsx09	SPP	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
w30211	LIVE	g.ci.p3	IBM	WAS.IBM.SPP.ES;GPFS.CLIENT	p3vsx08	SPP	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
w30212	LIVE	g.ci.p3	IBM	GPFS.CLIENT;WAS.IBM.PRE.ED.ES	p3vsx09	PRE	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
w30213	LIVE	g.ci.p3	IBM	GPFS.CLIENT;WAS.IBM.PRE.ED.ES	p3vsx08	PRE	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
w30214	LIVE	g.ci.p3	SHARED	WAS.DM.G3CDMS85VE;WAS.DM.G3DSS85EDVE;WAS.DM.VE.PRE.85	p3vsp12	PRE	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30215	LIVE	g.ci.p3	SHARED	WAS.ODR.VE.CDMS.85;WAS.ODR.VE.PRE.85;APPDYNAMICS.AGENT.PRE	p3vsp12	PRE	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30216	LIVE	g.ci.p3	SHARED	WAS.ODR.VE.CDMS.85;WAS.ODR.VE.PRE.85;APPDYNAMICS.AGENT.PRE	p3vsp15	PRE	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30217	LIVE	g.ci.p3	SHARED	WAS.VE.PRE.85;WAS.EDR.PRE;WAS.STG.PRE;APPDYNAMICS.AGENT.PRE;WAS.SSO.PRE;WAS.MASTERS.PRE;WAS.W3PROXY.PRE;WAS.GUESTBOOK.PRE;WAS.SOLR.PRE;WAS.VISUALS.PRE	p3vsp12	PRE	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30218	LIVE	g.ci.p3	SHARED	WAS.VE.PRE.85;WAS.EDR.PRE;WAS.STG.PRE;APPDYNAMICS.AGENT.PRE;WAS.SSO.PRE;WAS.MASTERS.PRE;WAS.W3PROXY.PRE;WAS.GUESTBOOK.PRE;WAS.SOLR.PRE;WAS.VISUALS.PRE	p3vsp15	PRE	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30219	LIVE	g.ci.p3	IBM	MQ.IBM.SPP	p3vsp11	SPP	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30220	LIVE	b.ci.p3	IBM	WEBSERVER.IBM.CDT.BZ;WEBSERVER.CLUSTER.BZCDTCL013	p3vsp11	CDT	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30221	LIVE	g.ci.p3	SHARED	WXS.VE.CDMS.86;WXS.VE.CDMS.GRID.86;WXS.VE.CDMS.CATALOG.86;WXS.VE.PRE.GRID.86;WXS.VE.PRE.CATALOG.86;APPDYNAMICS.AGENT.PRE	p3vsp19	PRE	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30222	LIVE	g.ci.p3	SHARED	WXS.VE.CDMS.86;WXS.VE.CDMS.GRID.86;WXS.VE.CDMS.CATALOG.86;WXS.VE.PRE.GRID.86;WXS.VE.PRE.CATALOG.86;APPDYNAMICS.AGENT.PRE	p3vsp11	PRE	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30223	LIVE	g.ci.p3	EDR	DATABASE.EDR.CDMS;LDAP.EDR.CDMS;BASTION.INTERNAL.EDR.TEMONLY;BATCH.EDR.CDMS;MONITORING.SMA.ITM.SCRIPT.DB2REPL;MQ.EDR.CDMS	p3vsp15	SPP	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30224	LIVE	g.ci.p3	SHARED	WAS.DM.G3CDT85EDVE;WAS.DM.G3CDT85VE	p3vsp18	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30225	LIVE	g.ci.p3	SHARED	WAS.VE.CDT.85;WXS.VE.CDT.CATALOG.86;WXS.VE.CDT.GRID.86;PUB.SHARED.ENDPOINT.CDT.VE.GZ;WAS.STG.CDT;APPDYNAMICS.AGENT.CDT	p3vsp11	CDT	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30226	LIVE	g.ci.p3	SHARED	WAS.VE.CDT.85;WXS.VE.CDT.CATALOG.86;WXS.VE.CDT.GRID.86;PUB.SHARED.ENDPOINT.CDT.VE.GZ;WAS.STG.CDT;APPDYNAMICS.AGENT.CDT	p3vsp19	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30227	LIVE	g.ci.p3	SHARED	WAS.ODR.VE.CDT.85	p3vsp12	CDT	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30228	LIVE	g.ci.p3	SHARED	WAS.ODR.VE.CDT.85	p3vsp11	CDT	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30229	FLUX	g.ci.p3	SHARED	WLP.WWSM.PRE;CHEF.CLIENT;UCD.AGENT;APPDYNAMICS.AGENT.PRE	p3vsx08	PRE	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
w30230	LIVE	y.ci.p3	IBM	APIM;APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.PRE.DEVEXT	p3vsx25	PRE	APPLIANCE.CMC.VM	
w30231	LIVE	y.ci.p3	IBM	APIM;APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.PRE.RUNEXT	p3vsx25	PRE	APPLIANCE.CMC.VM	
w30232	LIVE	b.ci.p3	IBM	APIM;APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.PRE.RUNINT	p3vsx27	PRE	APPLIANCE.CMC.VM	
w30233	LIVE	b.ci.p3	IBM	APIM;APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.PRE.DEVINT	p3vsx27	PRE	APPLIANCE.CMC.VM	
w30236	LIVE	b.ci.p3	SHARED	CHEF.CLIENT;UCD.RELAY.CI	p3vsx08	SPP	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30237	FLUX	b.ci.p3	SHARED	CHEF.CLIENT;UCD.RELAY.CI	p3vsx09	SPP	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30238	LIVE	g.ci.p3	SHARED	CHEF.CLIENT;UCD.RELAY.CI	p3vsx08	SPP	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30239	LIVE	g.ci.p3	SHARED	CHEF.CLIENT;UCD.RELAY.CI	p3vsx09	SPP	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30240	LIVE	y.ci.p3	SHARED	CHEF.CLIENT;UCD.RELAY.CI	p3vsx08	SPP	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30241	FLUX	y.ci.p3	SHARED	CHEF.CLIENT;UCD.RELAY.CI	p3vsx09	SPP	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30242	LIVE	y.ci.p3	IBM	APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.BLUEMIX	p3vsx26	PRE	APPLIANCE.CMC.VM	
w30243	LIVE	y.ci.p3	IBM	APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.BLUEMIX	p3vsx27	PRE	APPLIANCE.CMC.VM	
w30244	LIVE	g.ci.p3	SHARED	ICO.DS;CHEF.CLIENT	p3vsx34	SPP	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30245	LIVE	g.ci.p3	SHARED	ICO.CS1;CHEF.CLIENT;UCD.AGENT;DATABASE.CHEF.SPP	p3vsx34	SPP	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30246	LIVE	g.ci.p3	SHARED	ICO.CS2;CHEF.CLIENT;UCD.AGENT	p3vsx34	SPP	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30247	LIVE	g.ci.p3	SHARED	ICO.CS3;CHEF.CLIENT;UCD.AGENT	p3vsx34	SPP	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30248	LIVE	g.ci.p3	SHARED	ICO.KVMREGION;CHEF.CLIENT;UCD.AGENT	p3vsx34	SPP	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30249	LIVE	g.ci.p3	SHARED	WAS.DM.WAS7;WAS.DM.GZPRE70WI2	p3vsp19	PRE	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30250	LIVE	g.ci.p3	SHARED	APPDYNAMICS.CONTROLLER.PRD;APPDYNAMICS.CONTROLLER.PRD2	p3vsx39	SPP	SYSTEM.X3650	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30251	LIVE	b.ci.p3	IBM	JIRA.IBM.CDT	p3vsx09	CDT	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30252	FLUX	b.ci.p3	SHARED	UCD.DROPZONE;CHEF.CLIENT;UCD.AGENT	p3vsx35	SPP	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w30254	LIVE	g.ci.p3	SHARED	WAS.VE.CDT.85;WAS.FIXCENTRAL.CDT;WAS.FIXCENTRAL.CDT.VE;PUB.STG.ENDPOINT.CDT.GZ	p3vsp19	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30255	LIVE	g.ci.p3	SHARED	WAS.VE.CDT.85;WAS.FIXCENTRAL.CDT;WAS.FIXCENTRAL.CDT.VE;PUB.STG.ENDPOINT.CDT.GZ	p3vsp18	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30256	LIVE	g.ci.p3	SHARED	WAS.VE.PRE.85;WAS.FIXCENTRAL.PRE	p3vsp19	PRE	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30257	LIVE	g.ci.p3	SHARED	WAS.VE.PRE.85;WAS.FIXCENTRAL.PRE	p3vsp18	PRE	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30258	LIVE	g.ci.p3	SHARED	WAS.ODR.VE.SPP.85	p3vsp19	SPP	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w30259	FLUX	g.ci.p3	SHARED	WAS.ODR.VE.SPP.85	p3vsp12	SPP	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
w31001	FLUX	b.ci.p3	SHARED	ENTERPRISE.CHEF.SERVER.SPP;PROVISIONED.ICO;CHEF.CLIENT;UCD.AGENT	p3vsx36	SPP	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w31004	LIVE	g.ci.p3	WWSM	WLP.WWSM.PRE;PROVISIONED.ICO;CHEF.CLIENT;UCD.AGENT	p3vsx33	PRE	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w31005	LIVE	g.ci.p3	WWSM	WLP.WWSM.PRE;PROVISIONED.ICO;CHEF.CLIENT;UCD.AGENT	p3vsx34	PRE	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w31010	LIVE	b.ci.p3	SHARED	REPO.MANAGER;PROVISIONED.ICO;CHEF.CLIENT;UCD.AGENT;EI-DEFAULT-REPOMANAGER	p3vsx33	SPP	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w31012	LIVE	y.ci.p3	IBM	WEBSERVER.IBM.CDS.CDT;PROVISIONED.ICO;IBM-CDS-WEBSERVER;CHEF.CLIENT;UCD.AGENT	p3vsx33	CDT	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w31013	LIVE	g.ci.p3	IBM	WLP.IBM.CDS.PRE;PROVISIONED.ICO;IBM-CDS-APPSERVER;CHEF.CLIENT;UCD.AGENT	p3vsx33	PRE	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w31014	LIVE	g.ci.p3	IBM	WLP.IBM.CDS.CDT;PROVISIONED.ICO;IBM-CDS-APPSERVER;CHEF.CLIENT;UCD.AGENT	p3vsx34	CDT	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w31015	LIVE	g.ci.p3	IBM	WLP.IBM.CDS.PRE;PROVISIONED.ICO;IBM-CDS-APPSERVER;CHEF.CLIENT;UCD.AGENT	p3vsx33	PRE	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w31016	LIVE	y.ci.p3	IBM	WEBSERVER.IBM.CDS.PRE;PROVISIONED.ICO;IBM-CDS-WEBSERVER;CHEF.CLIENT;UCD.AGENT	p3vsx34	PRE	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w31017	LIVE	y.ci.p3	IBM	WEBSERVER.IBM.CDS.PRE;PROVISIONED.ICO;IBM-CDS-WEBSERVER;CHEF.CLIENT;UCD.AGENT	p3vsx33	PRE	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
w36001	BAD	y.ci.p3	IBM	WEBSERVER.IBM.CDT.PORTAL.YZ;WEBSERVER.IBPCDT.CDT.YZ	w30100	CDT	SERVICE	
w36002	BAD	y.ci.p3	IBM	WEBSERVER.IBM.CDT.PORTAL.YZ;WEBSERVER.IBPCDT.CDT.YZ	w30101	CDT	SERVICE	
w36003	BAD	y.ci.p3	WWSM	WEBSERVER.CMARCH.PRE.YZ	w30031	PRE	SERVICE	
w36004	BAD	y.ci.p3	WWSM	WEBSERVER.CMAUSO.PRE.YZ	w30031	PRE	SERVICE	
w36005	BAD	y.ci.p3	WWSM	WEBSERVER.CMMAST.PRE.YZ	w30031	PRE	SERVICE	
w36006	LIVE	y.ci.p3	WWSM	WEBSERVER.CMMAST-TICKETS.PRE.YZ	w30031	PRE	SERVICE	
w36008	LIVE	y.ci.p3	WWSM	WEBSERVER.CMROLG.PRE.YZ	w30031	PRE	SERVICE	
w36009	BAD	y.ci.p3	WWSM	WEBSERVER.CMTONY.PRE.YZ	w30031	PRE	SERVICE	
w36010	BAD	y.ci.p3	WWSM	WEBSERVER.CMUSGA.PRE.YZ	w30031	PRE	SERVICE	
w36011	BAD	y.ci.p3	WWSM	WEBSERVER.CMUSTA.PRE.YZ	w30031	PRE	SERVICE	
w36012	LIVE	y.ci.p3	WWSM	WEBSERVER.CMWIMB.PRE.YZ	w30031	PRE	SERVICE	
w36013	LIVE	y.ci.p3	WWSM	WEBSERVER.CMCNOP.PRE.YZ	w30031	PRE	SERVICE	
w36014	LIVE	y.ci.p3	WWSM	WEBSERVER.CMTDCP.PRE.YZ	w30031	PRE	SERVICE	
w36015	BAD	y.ci.p3	WWSM	WEBSERVER.CMMAST-TICKETS.CDT.YZ	w30034	CDT	SERVICE	
w36017	BAD	y.ci.p3	WWSM	WEBSERVER.JAMEXT.CDT.YZ	w30034	CDT	SERVICE	
w36018	BAD	y.ci.p3	WWSM	WEBSERVER.CMTDCP.CDT.YZ	w30034	CDT	SERVICE	
w36019	BAD	y.ci.p3	IBM	WEBSERVER.IBM.PRE.PORTAL.YZ;WEBSERVER.IBPPRE.PRE.YZ	w30104	PRE	SERVICE	
w36020	BAD	y.ci.p3	IBM	WEBSERVER.IBM.PRE.PORTAL.YZ;WEBSERVER.IBPPRE.PRE.YZ	w30105	PRE	SERVICE	
w36021	BAD	y.ci.p3	WWSM	WEBSERVER.PRFTST.CDT.YZ	w30034	CDT	SERVICE	
w36022	BAD	y.ci.p3	WWSM	WEBSERVER.CMWIMB.CDT.YZ	w30034	CDT	SERVICE	
wat001part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat001	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat001part1.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat001	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat001part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat001	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat001part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat001	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat001part2.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat001	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
