#system	nodestatus	realm	custtag	role	eihostname	hostenv	systemtype	oslevel
p3dpa08	LIVE	y.ei.p3	IBM	APIM;DATAPOWER;APIM.GATEWAY.PROD.RUNEXT	p3dpa08	PRD	APPLIANCE.DATAPOWER	
p3eibzfw01	LIVE	b.ei.p3	SHARED	FIREWALL.BACKEND;IES.COMPONENT	p3eibzfw01	PRD	NETWORK.ASASM	
p3eibzfw01a	LIVE	b.ei.p3	SHARED	FIREWALL.BACKEND;IES.COMPONENT	p3eibzfw01a	PRD	NETWORK.ASASM	
p3eibzrv01	LIVE	b.ei.p3	SHARED	ROUTER.VPN.BACKEND;IES.COMPONENT	p3eibzrv01	PRD	NETWORK.CAT6506E	
p3eibzrv02	LIVE	b.ei.p3	SHARED	ROUTER.VPN.BACKEND;IES.COMPONENT	p3eibzrv02	PRD	NETWORK.CAT6506E	
p3eibzsn01	FLUX	b.ei.p3	SHARED	SNIFFER	p3eibzsn01	PRD	NETWORK.SNIFFER	
p3eiezgl01	LIVE	r.ei.p3	SHARED	GSLB.PRIMARY	p3eiezgl01	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p3eiezgl02	LIVE	r.ei.p3	SHARED	GSLB.SECONDARY	p3eiezgl02	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p3eigblb01	LIVE	g.ei.p3	SHARED	SLB.PRIMARY	p3eigblb01	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p3eigblb02	LIVE	g.ei.p3	SHARED	SLB.SECONDARY	p3eigblb02	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p3eigzqrc01	LIVE	g.ei.p3	SHARED	QRADAR.SIEM	p3eigzqrc01	PRD	NETWORK.QRADAR3124	
p3eigzqrm01	LIVE	g.ei.p3	SHARED	QRADAR.RISKMANAGER	p3eigzqrm01	PRD	NETWORK.QRM.4379Q05	
p3eigzsp01	LIVE	g.ei.p3	SHARED	PROVENTIA.MANAGEMENT.SITEPROTECTOR	p3eigzsp01	PRD	NETWORK.SP3001	
p3eiizgl01	LIVE	b.ei.p3	SHARED	GSLB.PRIMARY	p3eiizgl01	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p3eiizgl02	LIVE	b.ei.p3	SHARED	GSLB.SECONDARY	p3eiizgl02	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p3eiizsr01	LIVE	y.ei.p3	SHARED	SWITCH.INTERNAL;ROUTER.INTERNAL	p3eiizsr01	PRD	NETWORK.NEXUS7K	
p3eiizsr02	LIVE	y.ei.p3	SHARED	SWITCH.INTERNAL;ROUTER.INTERNAL	p3eiizsr02	PRD	NETWORK.NEXUS7K	
p3eirylb01	LIVE	y.ei.p3	SHARED	SLB.PRIMARY	p3eirylb01	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p3eirylb02	LIVE	y.ei.p3	SHARED	SLB.SECONDARY	p3eirylb02	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p3eirzab01	LIVE	r.ei.p3	SHARED	ACTIVE.BYPASS	p3eirzab01	PRD	NETWORK.ABYP-0T-4S-0L-P	
p3eirzab02	LIVE	r.ei.p3	SHARED	ACTIVE.BYPASS	p3eirzab02	PRD	NETWORK.ABYP-0T-4S-0L-P	
p3eirzfw01	LIVE	r.ei.p3	SHARED	FIREWALL.FRONTEND;IES.COMPONENT	p3eirzfw01	PRD	NETWORK.ASASM	
p3eirzfw01a	LIVE	r.ei.p3	SHARED	FIREWALL.FRONTEND;IES.COMPONENT	p3eirzfw01a	PRD	NETWORK.ASASM	
p3eirzips01	LIVE	r.ei.p3	SHARED	IPS	p3eirzips01	PRD	NETWORK.GX5208SFP-V2	
p3eirzips02	LIVE	r.ei.p3	SHARED	IPS	p3eirzips02	PRD	NETWORK.GX5208SFP-V2	
p3eirzlb01	LIVE	r.ei.p3	SHARED	SLB.PRIMARY	p3eirzlb01	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p3eirzlb02	LIVE	r.ei.p3	SHARED	SLB.SECONDARY	p3eirzlb02	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p3eirzr601	BAD	r.ei.p3	SHARED	ROUTER.IPV6.EXTERNAL;RETIRED	p3eirzr601	PRD	NETWORK.2821	
p3eirzr602	BAD	r.ei.p3	SHARED	ROUTER.IPV6.EXTERNAL;RETIRED	p3eirzr602	PRD	NETWORK.2821	
p3eirzrv01	LIVE	r.ei.p3	SHARED	ROUTER.VPN.FRONTEND;IES.COMPONENT	p3eirzrv01	PRD	NETWORK.CAT6506E	
p3eirzrv02	LIVE	r.ei.p3	SHARED	ROUTER.VPN.FRONTEND;IES.COMPONENT	p3eirzrv02	PRD	NETWORK.CAT6506E	
p3eirzsr01	LIVE	r.ei.p3	SHARED	ROUTER.DISTRIB.FRONTEND	p3eirzsr01	PRD	NETWORK.NEXUS7K	
p3eirzsr02	LIVE	r.ei.p3	SHARED	ROUTER.DISTRIB.FRONTEND	p3eirzsr02	PRD	NETWORK.NEXUS7K	
p3eivdcadm01	LIVE	g.ei.p3	SHARED	SWITCH.INTERNAL;ROUTER.INTERNAL	p3eivdcadm01	PRD	NETWORK.NEXUS7K	
p3eivdcadm02	LIVE	g.ei.p3	SHARED	SWITCH.INTERNAL;ROUTER.INTERNAL	p3eivdcadm02	PRD	NETWORK.NEXUS7K	
p3eiyzacs01	LIVE	y.ei.p3	SHARED	NETWORK.AUTH	p3eiyzacs01	PRD	NETWORK.ACS	
p3eiyzacs02	LIVE	y.ei.p3	SHARED	NETWORK.AUTH	p3eiyzacs02	PRD	NETWORK.ACS	
p3eiyzqfc01	LIVE	y.ei.p3	SHARED	QFLOW.COLLECTOR	p3eiyzqfc01	PRD	NETWORK.QRADAR1202	
p3hmc01	LIVE	g.ei.p3	SHARED	HMC.V7.PRIMARY	p3hmc01	PRD	APPLIANCE.HMC	HMC V8R8.3.0.0
p3hmc02	LIVE	g.ei.p3	SHARED	HMC.V7.SECONDARY	p3hmc02	PRD	APPLIANCE.HMC	HMC V8R8.3.0.0
p3ibbzrt01	LIVE	b.ei.p3	SHARED	ROUTER.DISTRIB.BACKEND	p3ibbzrt01	PRD	NETWORK.NEXUS7K	
p3ibbzrt02	LIVE	b.ei.p3	SHARED	ROUTER.DISTRIB.BACKEND	p3ibbzrt02	PRD	NETWORK.NEXUS7K	
p3msa01	LIVE	y.ei.p3	WWSM	MESSAGESIGHT	p3msa01	PRD	APPLIANCE.MESSAGESIGHT	
p3msa01e1	LIVE	y.ei.p3	WWSM	MESSAGESIGHT	p3msa01	PRD	SERVICE	
p3msa01e2	LIVE	y.ei.p3	WWSM	MESSAGESIGHT	p3msa01	PRD	SERVICE	
p3msa02	LIVE	y.ei.p3	WWSM	MESSAGESIGHT	p3msa02	PRD	APPLIANCE.MESSAGESIGHT	
p3msa02e1	LIVE	y.ei.p3	WWSM	MESSAGESIGHT	p3msa02	PRD	SERVICE	
p3msa02e2	LIVE	y.ei.p3	WWSM	MESSAGESIGHT	p3msa02	PRD	SERVICE	
p3msa03	LIVE	y.ci.p3	WWSM	MESSAGESIGHT	p3msa03	CDT	APPLIANCE.MESSAGESIGHT	
p3msa03e1	LIVE	y.ci.p3	WWSM	MESSAGESIGHT	p3msa03	CDT	SERVICE	
p3msa03e2	LIVE	y.ci.p3	WWSM	MESSAGESIGHT	p3msa03	CDT	SERVICE	
p3nsa05	LIVE	b.ei.p3	SHARED	NETSCALER;NETSCALER.BZ	p3nsa05	PRD	APPLIANCE.NETSCALER	
p3nsa06	LIVE	b.ei.p3	SHARED	NETSCALER;NETSCALER.BZ	p3nsa06	PRD	APPLIANCE.NETSCALER	
p3nsa07	LIVE	b.ei.p3	SHARED	NETSCALER;NETSCALER.BZ	p3nsa07	PRD	APPLIANCE.NETSCALER	
p3nsa08	LIVE	b.ei.p3	SHARED	NETSCALER;NETSCALER.BZ	p3nsa08	PRD	APPLIANCE.NETSCALER	
p3nsa11	LIVE	r.mt.p3	SHARED		p3nsa11	PRD	SERVER.NETSCALER	
p3nsa12	LIVE	r.mt.p3	SHARED		p3nsa12	PRD	SERVER.NETSCALER	
p3nsa13	LIVE	r.mt.p3	SHARED		p3nsa13	PRD	SERVER.NETSCALER	
p3nsamgr11	FLUX	y.cs.p3	SHARED	NETSCALER.MGR	p3nsa11	PRD	APPLIANCE.NETSCALER.MGR	
p3nsamgr12	FLUX	y.cs.p3	SHARED	NETSCALER.MGR	p3nsa12	PRD	APPLIANCE.NETSCALER.MGR	
p3nsamgr13	FLUX	y.cs.p3	SHARED	NETSCALER.MGR	p3nsa13	PRD	APPLIANCE.NETSCALER.MGR	
p3nsaxen11	FLUX	r.mt.p3	SHARED	NETSCALER.XEN	p3nsa11	PRD	APPLIANCE.NETSCALER.XEN	
p3nsaxen12	FLUX	r.mt.p3	SHARED	NETSCALER.XEN	p3nsa12	PRD	APPLIANCE.NETSCALER.XEN	
p3nsaxen13	FLUX	r.mt.p3	SHARED	NETSCALER.XEN	p3nsa13	PRD	APPLIANCE.NETSCALER.XEN	
p3nsc01	BAD	b.ei.p3	SHARED		p3nsc01	PRD	APPLIANCE.NETSCALER.COMCENTER	
p3nsc02	BAD	b.ei.p3	SHARED		p3nsc02	PRD	APPLIANCE.NETSCALER.COMCENTER	
p3san01	LIVE	g.ei.p3	SHARED	SAN	p3san01	PRD	STORAGE.SAN	
p3san02	LIVE	g.ei.p3	SHARED	SAN	p3san02	PRD	STORAGE.SAN	
p3san03	LIVE	g.ei.p3	SHARED	SAN	p3san03	PRD	STORAGE.SAN	
p3san04	LIVE	g.ei.p3	SHARED	SAN	p3san04	PRD	STORAGE.SAN	
p3scn01	LIVE	g.ci.p3	SHARED	AV.ICAP	p3scn01	SPP	APPLIANCE.MCAFEE-MWG4500	
p3scn02	LIVE	g.ci.p3	SHARED	AV.ICAP	p3scn02	SPP	APPLIANCE.MCAFEE-MWG4500	
p3scn03	LIVE	g.ci.p3	SHARED	AV.ICAP	p3scn03	PRE	APPLIANCE.MCAFEE-MWG4500	
p3svc01	LIVE	g.ei.p3	SHARED	SVC	p3svc01	PRD	STORAGE.SVC	
p3svc02	LIVE	g.ei.p3	SHARED	SVC	p3svc02	PRD	STORAGE.SVC	
p3vio01	BAD	g.ei.p3	SHARED	VIO	p3vsp01	PRD	APPLIANCE.P6-550.LPAR	VIOS 2.2.2.3
p3vio02	BAD	g.ei.p3	SHARED	VIO	p3vsp02	PRD	APPLIANCE.P6-550.LPAR	VIOS 2.2.2.3
p3vio03	BAD	g.ei.p3	SHARED	VIO	p3vsp03	PRD	APPLIANCE.P6-550.LPAR	VIOS 2.2.2.3
p3vio04	BAD	g.ei.p3	SHARED	VIO.CI	p3vsp04	SPP	APPLIANCE.P6-550.LPAR	VIOS 2.2.2.3
p3vio05	LIVE	g.ei.p3	SHARED	VIO	p3vsp05	PRD	APPLIANCE.P7-750.LPAR	VIOS 2.2.3.52
p3vio06	LIVE	g.ei.p3	SHARED	VIO	p3vsp06	PRD	APPLIANCE.P7-750.LPAR	VIOS 2.2.3.52
p3vio07	LIVE	g.ei.p3	SHARED	VIO	p3vsp07	PRD	APPLIANCE.P7-740.LPAR	VIOS 2.2.3.52
p3vio08	LIVE	g.ei.p3	SHARED	VIO	p3vsp08	PRD	APPLIANCE.P7-740.LPAR	VIOS 2.2.3.52
p3vio09	LIVE	g.ei.p3	SHARED	VIO	p3vsp09	PRD	APPLIANCE.P7-740.LPAR	VIOS 2.2.3.52
p3vio10	LIVE	g.ei.p3	SHARED	VIO.CI	p3vsp10	SPP	APPLIANCE.P7-740.LPAR	VIOS 2.2.3.52
p3vio11	LIVE	g.ei.p3	SHARED	VIO.CI	p3vsp11	SPP	APPLIANCE.P7-740.LPAR	VIOS 2.2.3.52
p3vio12	LIVE	g.ei.p3	SHARED	VIO.CI	p3vsp12	SPP	APPLIANCE.P7-740.LPAR	VIOS 2.2.3.52
p3vio13	LIVE	g.ei.p3	SHARED	VIO	p3vsp13	PRD	APPLIANCE.P7-780.LPAR	VIOS 2.2.3.52
p3vio14	LIVE	g.ei.p3	SHARED	VIO	p3vsp14	PRD	APPLIANCE.P7-780.LPAR	VIOS 2.2.3.52
p3vio15	LIVE	g.ei.p3	SHARED	VIO.CI	p3vsp15	SPP	APPLIANCE.P7-780.LPAR	VIOS 2.2.3.52
p3vio16	LIVE	g.ei.p3	SHARED	VIO.CI	p3vsp16	SPP	APPLIANCE.P7-780.LPAR	VIOS 2.2.3.52
p3vio17	LIVE	g.ei.p3	SHARED	VIO	p3vsp17	PRD	APPLIANCE.P7-750.LPAR	VIOS 2.2.3.52
p3vio18	LIVE	g.ei.p3	SHARED	VIO.CI	p3vsp18	SPP	APPLIANCE.P7-750.LPAR	VIOS 2.2.3.52
p3vio19	LIVE	g.ei.p3	SHARED	VIO.CI	p3vsp19	SPP	APPLIANCE.P7-750.LPAR	VIOS 2.2.3.52
p3vmm01	BAD	g.ei.p3	SHARED	VMM;NOALLOC;RETIRED	p3vsx01	PRD	APPLIANCE.X3550.VMM	Linux sles11 x86_64 3.0.101-0.31-default
p3vmm02	LIVE	g.ei.p3	SHARED	VMM;GPFS.SERVER	p3vsx02	PRD	APPLIANCE.X3650.VMM	Linux sles11 x86_64 3.0.101-0.47.67-default
p3vmm03	LIVE	g.ei.p3	SHARED	VMM;GPFS.SERVER	p3vsx03	PRD	APPLIANCE.X3650.VMM	Linux sles11 x86_64 3.0.101-0.47.67-default
p3vmm04	LIVE	g.ei.p3	SHARED	VMM;GPFS.SERVER	p3vsx04	PRD	APPLIANCE.X3650.VMM	Linux sles11 x86_64 3.0.101-0.47.67-default
p3vmm05	LIVE	g.ei.p3	SHARED	VMM;NOALLOC	p3vsx05	PRD	APPLIANCE.X3550.VMM	Linux sles11 x86_64 3.0.101-0.47.67-default
p3vmm08	LIVE	g.ei.p3	SHARED	VMM.CI	p3vsx08	SPP	APPLIANCE.X3650.VMM	Linux sles11 x86_64 3.0.101-0.47.67-default
p3vmm09	LIVE	g.ei.p3	SHARED	VMM.CI	p3vsx09	SPP	APPLIANCE.X3650.VMM	Linux sles11 x86_64 3.0.101-0.47.67-default
p3vmm16	LIVE	g.ei.p3	SHARED	VMM.ICO	p3vsx16	PRD	APPLIANCE.X3650.VMM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
p3vmm17	LIVE	g.ei.p3	SHARED	VMM.ICO	p3vsx17	PRD	APPLIANCE.X3650.VMM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
p3vmm18	LIVE	g.ei.p3	SHARED	VMM.ICO	p3vsx18	PRD	APPLIANCE.X3650.VMM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
p3vmm25	LIVE	g.ei.p3	SHARED	VMM.VMWARE.CI	p3vsx25	PRD	APPLIANCE.X3650.VMM	
p3vmm26	LIVE	g.ei.p3	SHARED	VMM.VMWARE.CI	p3vsx26	PRD	APPLIANCE.X3650.VMM	
p3vmm27	LIVE	g.ei.p3	SHARED	VMM.VMWARE.CI	p3vsx27	PRD	APPLIANCE.X3650.VMM	
p3vmm28	LIVE	g.ei.p3	SHARED	VMM.VMWARE.CS	p3vsx28	PRD	APPLIANCE.X3650.VMM	
p3vmm29	LIVE	g.ei.p3	SHARED	VMM.VMWARE.CS	p3vsx29	PRD	APPLIANCE.X3650.VMM	
p3vmm30	LIVE	g.ei.p3	SHARED	VMM.VMWARE.CS	p3vsx30	PRD	APPLIANCE.X3650.VMM	
p3vmm31	LIVE	g.ei.p3	SHARED	VMM.VMWARE.CS	p3vsx31	PRD	APPLIANCE.X3650.VMM	
p3vmm32	LIVE	g.ei.p3	SHARED	VMM.VMWARE.CS	p3vsx32	PRD	APPLIANCE.X3650.VMM	
p3vmm33	LIVE	g.ei.p3	SHARED	VMM.ICO.CI	p3vsx33	PRD	APPLIANCE.X3650.VMM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
p3vmm34	LIVE	g.ei.p3	SHARED	VMM.ICO.CI	p3vsx34	PRD	APPLIANCE.X3650.VMM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
p3vmm35	LIVE	g.ei.p3	SHARED	VMM.CI	p3vsx35	SPP	APPLIANCE.X3650.VMM	Linux sles11 x86_64 3.0.101-0.47.67-default
p3vmm36	LIVE	g.ei.p3	SHARED	VMM.ICO.CI	p3vsx36	PRD	APPLIANCE.X3650.VMM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
p3vsp01	BAD	g.ei.p3	SHARED		p3vsp01	PRD	SERVER.P6-550	
p3vsp02	BAD	g.ei.p3	SHARED		p3vsp02	PRD	SERVER.P6-550	
p3vsp03	BAD	g.ei.p3	SHARED		p3vsp03	PRD	SERVER.P6-550	
p3vsp04	BAD	g.ei.p3	SHARED		p3vsp04	PRD	SERVER.P6-550	
p3vsp05	LIVE	g.ei.p3	SHARED		p3vsp05	PRD	SERVER.P7-750	
p3vsp06	LIVE	g.ei.p3	SHARED		p3vsp06	PRD	SERVER.P7-750	
p3vsp07	LIVE	g.ei.p3	SHARED		p3vsp07	PRD	SERVER.P7-740	
p3vsp08	LIVE	g.ei.p3	SHARED		p3vsp08	PRD	SERVER.P7-740	
p3vsp09	LIVE	g.ei.p3	SHARED		p3vsp09	PRD	SERVER.P7-740	
p3vsp10	LIVE	g.ei.p3	SHARED		p3vsp10	PRD	SERVER.P7-740	
p3vsp11	LIVE	g.ei.p3	SHARED		p3vsp11	PRD	SERVER.P7-740	
p3vsp12	LIVE	g.ei.p3	SHARED		p3vsp12	PRD	SERVER.P7-740	
p3vsp13	LIVE	g.ei.p3	SHARED		p3vsp13	PRD	SERVER.P7-780	
p3vsp14	LIVE	g.ei.p3	SHARED		p3vsp14	PRD	SERVER.P7-780	
p3vsp15	LIVE	g.ei.p3	SHARED		p3vsp15	PRD	SERVER.P7-780	
p3vsp16	LIVE	g.ei.p3	SHARED		p3vsp16	PRD	SERVER.P7-780	
p3vsp17	LIVE	g.ei.p3	SHARED		p3vsp17	PRD	SERVER.P7-750	
p3vsp18	LIVE	g.ei.p3	SHARED		p3vsp18	PRD	SERVER.P7-750	
p3vsp19	LIVE	g.ei.p3	SHARED		p3vsp19	PRD	SERVER.P7-750	
p3vsx01	BAD	g.ei.p3	SHARED		p3vsx01	PRD	SERVER.X3550	
p3vsx02	LIVE	g.ei.p3	SHARED		p3vsx02	PRD	SERVER.X3650	
p3vsx03	LIVE	g.ei.p3	SHARED		p3vsx03	PRD	SERVER.X3650	
p3vsx04	LIVE	g.ei.p3	SHARED		p3vsx04	PRD	SERVER.X3650	
p3vsx05	LIVE	g.ei.p3	SHARED		p3vsx05	PRD	SERVER.X3650	
p3vsx06	LIVE	g.ei.p3	SHARED		p3vsx06	PRD	SERVER.X3850	
p3vsx07	LIVE	g.ei.p3	SHARED		p3vsx07	PRD	SERVER.X3850	
p3vsx08	LIVE	g.ei.p3	SHARED		p3vsx08	PRD	SERVER.X3650	
p3vsx09	LIVE	g.ei.p3	SHARED		p3vsx09	PRD	SERVER.X3650	
p3vsx10	BAD	g.ei.p3	SHARED		p3vsx10	PRD	SERVER.X3630	
p3vsx11	BAD	g.ei.p3	SHARED		p3vsx11	PRD	SERVER.X3630	
p3vsx12	BAD	g.ei.p3	SHARED		p3vsx12	PRD	SERVER.X3630	
p3vsx13	BAD	g.ei.p3	SHARED		p3vsx13	PRD	SERVER.X3630	
p3vsx14	BAD	g.ei.p3	SHARED		p3vsx14	PRD	SERVER.X3630	
p3vsx15	BAD	g.ei.p3	SHARED		p3vsx15	PRD	SERVER.X3630	
p3vsx16	LIVE	g.ei.p3	SHARED		p3vsx16	PRD	SERVER.X3650	
p3vsx17	LIVE	g.ei.p3	SHARED		p3vsx17	PRD	SERVER.X3650	
p3vsx18	LIVE	g.ei.p3	SHARED		p3vsx18	PRD	SERVER.X3650	
p3vsx19	LIVE	g.ei.p3	SHARED		p3vsx19	PRD	SERVER.X3850	
p3vsx20	LIVE	g.ei.p3	SHARED		p3vsx20	PRD	SERVER.X3850	
p3vsx21	LIVE	g.ei.p3	SHARED		p3vsx21	PRD	SERVER.X3850	
p3vsx22	LIVE	g.ei.p3	SHARED		p3vsx22	PRD	SERVER.X3850	
p3vsx23	LIVE	g.ei.p3	SHARED		p3vsx23	PRD	SERVER.X3850	
p3vsx24	LIVE	g.ei.p3	SHARED		p3vsx24	PRD	SERVER.X3850	
p3vsx25	LIVE	g.ei.p3	SHARED		p3vsx25	PRD	SERVER.X3650	
p3vsx26	LIVE	g.ei.p3	SHARED		p3vsx26	PRD	SERVER.X3650	
p3vsx27	LIVE	g.ei.p3	SHARED		p3vsx27	PRD	SERVER.X3650	
p3vsx28	LIVE	g.ei.p3	SHARED		p3vsx28	PRD	SERVER.X3650	
p3vsx29	LIVE	g.ei.p3	SHARED		p3vsx29	PRD	SERVER.X3650	
p3vsx30	LIVE	g.ei.p3	SHARED		p3vsx30	PRD	SERVER.X3650	
p3vsx31	LIVE	g.ei.p3	SHARED		p3vsx31	PRD	SERVER.X3650	
p3vsx32	LIVE	g.ei.p3	SHARED		p3vsx32	PRD	SERVER.X3650	
p3vsx33	LIVE	g.ei.p3	SHARED		p3vsx33	PRD	SERVER.X3650	
p3vsx34	LIVE	g.ei.p3	SHARED		p3vsx34	PRD	SERVER.X3650	
p3vsx35	LIVE	g.ei.p3	SHARED		p3vsx35	PRD	SERVER.X3650	
p3vsx36	LIVE	g.ei.p3	SHARED		p3vsx36	PRD	SERVER.X3650	
p3vsx37	LIVE	g.ei.p3	SHARED		p3vsx37	PRD	SERVER.X3650	
p3vsx38	LIVE	g.ei.p3	SHARED		p3vsx38	PRD	SERVER.X3650	
p3vsx39	LIVE	g.ei.p3	SHARED		p3vsx39	PRD	SERVER.X3650	
p3vsx40	LIVE	g.ei.p3	SHARED		p3vsx40	PRD	SERVER.X3850	
p3vsx41	LIVE	g.ei.p3	SHARED		p3vsx41	PRD	SERVER.X3850	
p3xiv01	LIVE	g.ei.p3	SHARED	XIV	p3xiv01	PRD	STORAGE.XIV	
p3xiv02	LIVE	g.ei.p3	SHARED	XIV	p3xiv02	PRD	STORAGE.XIV	
p3xiv03	LIVE	g.ei.p3	SHARED	XIV	p3xiv03	PRD	STORAGE.XIV	
p3xiv04	LIVE	g.ei.p3	SHARED	XIV	p3xiv04	PRD	STORAGE.XIV	
p5dpa01	LIVE	y.cs.p5	ESC	DATAPOWER	p5dpa01	PRD	APPLIANCE.DATAPOWER	
p5dpa02	LIVE	y.cs.p5	ESC	DATAPOWER	p5dpa02	PRD	APPLIANCE.DATAPOWER	
p5dpa03	LIVE	b.ei.p5	IBM	APIM;DATAPOWER;APIM.GATEWAY.PROD.RUNINT	p5dpa03	PRD	APPLIANCE.DATAPOWER	
p5dpa04	LIVE	b.ei.p5	IBM	APIM;DATAPOWER;APIM.GATEWAY.PROD.RUNINT	p5dpa04	PRD	APPLIANCE.DATAPOWER	
p5dpa05	LIVE	y.cs.p5	IBM	APIM;DATAPOWER;APIM.GATEWAY.PROD.RUNEXT	p5dpa05	PRD	APPLIANCE.DATAPOWER	
p5dpa06	LIVE	y.cs.p5	IBM	APIM;DATAPOWER;APIM.GATEWAY.PROD.RUNEXT	p5dpa06	PRD	APPLIANCE.DATAPOWER	
p5eibzfw01	LIVE	b.ei.p5	SHARED	FIREWALL.BACKEND;IES.COMPONENT	p5eibzfw01	PRD	NETWORK.ASA5555X	
p5eibzfw01a	LIVE	b.ei.p5	SHARED	FIREWALL.BACKEND;IES.COMPONENT	p5eibzfw01a	PRD	NETWORK.ASA5555X	
p5eibzrv01	LIVE	b.ei.p5	SHARED	ROUTER.VPN.BACKEND;IES.COMPONENT	p5eibzrv01	PRD	NETWORK.ASR	
p5eibzrv02	LIVE	b.ei.p5	SHARED	ROUTER.VPN.BACKEND;IES.COMPONENT	p5eibzrv02	PRD	NETWORK.ASR	
p5eibzsn01	LIVE	b.ei.p5	SHARED	SNIFFER	p5eibzsn01	PRD	NETWORK.SNIFFER	
p5eiezgl01	LIVE	r.ei.p5	SHARED	GSLB.PRIMARY	p5eiezgl01	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p5eiezgl02	LIVE	r.ei.p5	SHARED	GSLB.SECONDARY	p5eiezgl02	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p5eigblb01	LIVE	g.ei.p5	SHARED	SLB.PRIMARY	p5eigblb01	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p5eigblb02	LIVE	g.ei.p5	SHARED	SLB.SECONDARY	p5eigblb02	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p5eigzqrc01	LIVE	g.ei.p5	SHARED	QRADAR.SIEM	p5eigzqrc01	PRD	NETWORK.QRADAR3124	
p5eigzqrm01	LIVE	g.ei.p5	SHARED	QRADAR.RISKMANAGER	p5eigzqrm01	PRD	NETWORK.QRM.4379Q05	
p5eigzsp01	LIVE	g.ei.p5	SHARED	PROVENTIA.MANAGEMENT.SITEPROTECTOR	p5eigzsp01	PRD	NETWORK.SP3001	
p5eiizgl01	LIVE	b.ei.p5	SHARED	GSLB.PRIMARY	p5eiizgl01	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p5eiizgl02	LIVE	b.ei.p5	SHARED	GSLB.SECONDARY	p5eiizgl02	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p5eiizsr01	LIVE	y.ei.p5	SHARED	SWITCH.INTERNAL;ROUTER.INTERNAL	p5eiizsr01	PRD	NETWORK.NEXUS7K	
p5eiizsr02	LIVE	y.ei.p5	SHARED	SWITCH.INTERNAL;ROUTER.INTERNAL	p5eiizsr02	PRD	NETWORK.NEXUS7K	
p5eirylb01	LIVE	y.ei.p5	SHARED	SLB.PRIMARY	p5eirylb01	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p5eirylb02	LIVE	y.ei.p5	SHARED	SLB.SECONDARY	p5eirylb02	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
p5eirzab01	LIVE	r.ei.p5	SHARED	ACTIVE.BYPASS	p5eirzab01	PRD	NETWORK.ABYP-0T-4S-0L-P	
p5eirzab02	LIVE	r.ei.p5	SHARED	ACTIVE.BYPASS	p5eirzab02	PRD	NETWORK.ABYP-0T-4S-0L-P	
p5eirzfw01	LIVE	r.ei.p5	SHARED	FIREWALL.FRONTEND;IES.COMPONENT	p5eirzfw01	PRD	NETWORK.ASA5555X	
p5eirzfw01a	LIVE	r.ei.p5	SHARED	FIREWALL.FRONTEND;IES.COMPONENT	p5eirzfw01a	PRD	NETWORK.ASA5555X	
p5eirzips01	LIVE	r.ei.p5	SHARED	IPS	p5eirzips01	PRD	NETWORK.GX5208SFP-V2	
p5eirzips02	LIVE	r.ei.p5	SHARED	IPS	p5eirzips02	PRD	NETWORK.GX5208SFP-V2	
p5eirzlb01	LIVE	r.ei.p5	SHARED	SLB.PRIMARY	p5eirzlb01	PRD	NETWORK.SIADX	ServerIron ADX 1216-4-PREM 12.5.02cT403 ASR12502c
